schema,function,args,returns,language,kind,volatility,security_definer,leakproof,comment
public,get_user_competition_entries,p_user_identifier text,"TABLE(id text, competition_id text, competition_title text, competition_description text, competition_image_url text, competition_status text, competition_end_date timestamp with time zone, competition_prize_value numeric, competition_is_instant_win boolean, draw_date timestamp with time zone, vrf_tx_hash text, vrf_status text, vrf_draw_completed_at timestamp with time zone, tickets_count integer, ticket_numbers text, amount_spent numeric, amount_paid numeric, is_winner boolean, wallet_address text, latest_purchase_at timestamp with time zone, created_at timestamp with time zone, entry_status text, individual_purchases jsonb)",plpgsql,f,v,true,false,null
public,get_user_dashboard_entries,"p_canonical_user_id text, p_include_pending boolean",jsonb,sql,f,s,false,false,null
public,get_user_stats,p_wallet_address text,json,plpgsql,f,v,false,false,null
public,get_user_ticket_count,user_identifier text,integer,plpgsql,f,s,true,false,null
public,get_user_tickets,"user_identifier text, p_identifier text","TABLE(id uuid, competition_id uuid, ticket_number integer, user_id text, canonical_user_id text, purchase_price numeric, purchased_at timestamp with time zone, is_winner boolean, created_at timestamp with time zone)",plpgsql,f,s,true,false,Returns all tickets for a user. Accepts user_identifier OR p_identifier parameter for backward compatibility.
public,get_user_tickets_bypass_rls,user_identifier text,"TABLE(id text, competition_id text, ticket_number integer, ticket_numbers text, number_of_tickets integer, amount_spent numeric, purchase_date timestamp with time zone, wallet_address text, transaction_hash text, is_active boolean)",plpgsql,f,s,true,false,null
public,get_user_tickets_for_competition,"competition_id uuid, user_id text",TABLE(ticketnumbers text[]),sql,f,s,false,false,null
public,get_user_tickets_for_competition,"p_user_id text, p_competition_id uuid","TABLE(ticket_number integer, purchase_date timestamp with time zone)",plpgsql,f,s,true,false,null
public,get_user_transactions,user_identifier text,jsonb,plpgsql,f,v,true,false,null
public,get_user_transactions_bypass_rls,user_identifier text,SETOF user_transactions,sql,f,v,true,false,null
public,get_user_wallet_balance,p_user_identifier text,numeric,sql,f,s,false,false,null
public,get_user_wallets,user_identifier text,jsonb,plpgsql,f,v,true,false,null
public,get_vrf_history,"p_competition_id uuid, p_limit integer","TABLE(log_id uuid, competition_id uuid, source text, function_name text, numbers_generated integer[], context text, outcome text, security_level text, vrf_tx_hash text, log_timestamp timestamp with time zone)",plpgsql,f,v,true,false,null
public,get_winners_by_competition,p_competition_id uuid,"TABLE(id uuid, competition_id uuid, ticket_id uuid, user_id uuid, wallet_address text, prize_value numeric, prize_type text, claimed boolean, ticket_number integer)",plpgsql,f,v,true,false,null
public,hmac,"bytea, bytea, text",bytea,c,f,i,false,false,null
public,hmac,"text, text, text",bytea,c,f,i,false,false,null
public,increment_competition_tickets_sold,"p_competition_id uuid, p_count integer",void,plpgsql,f,v,true,false,null
public,increment_partner_clicks,"p_partner_id uuid, p_link_type text",void,plpgsql,f,v,false,false,Increments the click count for a partner
public,index_exists,"table_name text, index_name text",boolean,plpgsql,f,s,false,false,null
public,insert_rng_log,"p_timestamp timestamp with time zone, p_source text, p_function_name text, p_competition_id uuid, p_competition_type text, p_context text, p_outcome text, p_is_winner boolean, p_security_level text",boolean,plpgsql,f,v,true,false,null
public,is_external_topup_provider,p text,boolean,sql,f,i,false,false,null
public,is_uuid,p text,boolean,plpgsql,f,i,false,false,null
public,joincompetition_balance_guard,,trigger,plpgsql,f,v,false,false,null
public,joincompetition_normalize,,trigger,plpgsql,f,v,false,false,null
public,joincompetition_sync_wallet,,trigger,plpgsql,f,v,false,false,null
public,link_additional_wallet,"user_identifier text, p_wallet_address text, p_wallet_type text, p_nickname text",json,plpgsql,f,v,true,false,null
public,link_external_wallet,"p_canonical_user_id text, p_external_wallet text",jsonb,plpgsql,f,v,true,false,null
public,link_pending_reservation_to_session,"p_reservation_id uuid, p_session_id text",void,plpgsql,f,v,true,false,null
public,log_confirmation_incident,"p_incident_id text, p_source text, p_error_type text, p_error_message text, p_error_stack text, p_request_context jsonb, p_env_context jsonb, p_function_context jsonb, p_severity text, p_status_code integer, p_created_by text",uuid,plpgsql,f,v,true,false,null
public,log_system_event,"p_level text, p_message text, p_context jsonb",uuid,plpgsql,f,v,true,false,null
public,max,citext,citext,internal,a,i,false,false,null
public,migrate_privy_users,p_privy_wallet_mapping jsonb,integer,plpgsql,f,v,false,false,null
public,migrate_user_balance,"p_old_id text, p_new_id text",void,plpgsql,f,v,true,false,null
public,min,citext,citext,internal,a,i,false,false,null
public,move_pending_tickets_atomic,p_batch_limit integer,integer,plpgsql,f,v,false,false,null
public,normalize_and_sync_entry_tickets,,trigger,plpgsql,f,v,false,false,null
public,normalize_currency_sym,sym text,text,sql,f,i,false,false,null
public,normalize_sub_account_currency,,trigger,plpgsql,f,v,false,false,null
public,normalize_ticket_csv,csv text,text,sql,f,i,false,false,null
public,normalize_user_identifier,input text,uuid,plpgsql,f,s,false,false,null
public,normalize_user_transactions_cuid,,trigger,plpgsql,f,v,false,false,null
public,normalize_wallet_address,addr text,text,sql,f,i,false,false,null
public,notify_payment_webhook,"p_provider text, p_event_type text, p_event_id text, p_payload jsonb",uuid,plpgsql,f,v,false,false,null
public,on_email_verification_merge,,trigger,plpgsql,f,v,true,false,null
public,orders_to_user_transactions,,trigger,plpgsql,f,v,true,false,null
public,parse_uuid,p_text text,uuid,plpgsql,f,v,false,false,null
public,parse_uuid,p_uuid uuid,uuid,sql,f,v,false,false,null
public,pay_balance_transaction,"p_canonical_user_id text, p_amount numeric, p_currency text, p_description text, p_order_id uuid, p_competition_id uuid","TABLE(transaction_id uuid, balance_before numeric, balance_after numeric)",plpgsql,f,v,true,false,null
public,payment_broadcast_trigger,,trigger,plpgsql,f,v,true,false,null
public,pending_tickets_autofill_cuid,,trigger,plpgsql,f,v,true,false,null
public,pending_tickets_enforce_expiry,,trigger,plpgsql,f,v,false,false,null
public,pgp_armor_headers,"text, OUT key text, OUT value text",SETOF record,c,f,i,false,false,null
public,pgp_key_id,bytea,text,c,f,i,false,false,null
public,pgp_pub_decrypt,"bytea, bytea",text,c,f,i,false,false,null
public,pgp_pub_decrypt,"bytea, bytea, text",text,c,f,i,false,false,null
public,pgp_pub_decrypt,"bytea, bytea, text, text",text,c,f,i,false,false,null
public,pgp_pub_decrypt_bytea,"bytea, bytea",bytea,c,f,i,false,false,null
public,pgp_pub_decrypt_bytea,"bytea, bytea, text",bytea,c,f,i,false,false,null
public,pgp_pub_decrypt_bytea,"bytea, bytea, text, text",bytea,c,f,i,false,false,null
public,pgp_pub_encrypt,"text, bytea",bytea,c,f,v,false,false,null
public,pgp_pub_encrypt,"text, bytea, text",bytea,c,f,v,false,false,null
public,pgp_pub_encrypt_bytea,"bytea, bytea",bytea,c,f,v,false,false,null
public,pgp_pub_encrypt_bytea,"bytea, bytea, text",bytea,c,f,v,false,false,null
public,pgp_sym_decrypt,"bytea, text",text,c,f,i,false,false,null
public,pgp_sym_decrypt,"bytea, text, text",text,c,f,i,false,false,null
public,pgp_sym_decrypt_bytea,"bytea, text",bytea,c,f,i,false,false,null
public,pgp_sym_decrypt_bytea,"bytea, text, text",bytea,c,f,i,false,false,null
public,pgp_sym_encrypt,"text, text",bytea,c,f,v,false,false,null
public,pgp_sym_encrypt,"text, text, text",bytea,c,f,v,false,false,null
public,pgp_sym_encrypt_bytea,"bytea, text",bytea,c,f,v,false,false,null
public,pgp_sym_encrypt_bytea,"bytea, text, text",bytea,c,f,v,false,false,null
public,post_deposit_and_update_balance,"p_wallet_address text, p_amount numeric, p_currency text, p_reference text","TABLE(wallet_address text, currency text, available_balance numeric, pending_balance numeric, last_updated timestamp with time zone)",plpgsql,f,v,false,false,null
public,process_pending_tickets_batch,p_limit integer,integer,plpgsql,f,v,false,false,null
public,process_ticket_purchase,"p_competition_id uuid, p_request_id uuid, p_reservation_id text, p_selected_tickets integer[], p_ticket_count integer, p_ticket_price numeric, p_user_id text",jsonb,plpgsql,f,v,false,false,null
public,process_ticket_purchase_safe,"p_competition_id uuid, p_request_id uuid, p_reservation_id text, p_selected_tickets integer[], p_ticket_count integer, p_ticket_price numeric, p_user_id text",jsonb,plpgsql,f,v,false,false,null
public,provision_sub_account_balance,,trigger,plpgsql,f,v,false,false,null
public,purchase_lucky_dip_with_bonus,"p_competition_id uuid, p_canonical_user_id text, p_wallet_address text, p_ticket_count integer, p_price_per_ticket numeric, p_reservation_id uuid, p_bonus_count integer, p_hold_minutes integer, p_currency text, p_reference_id text, p_payment_provider text",jsonb,plpgsql,f,v,true,false,null
public,purchase_tickets_with_balance,"p_user_identifier text, p_competition_id text, p_ticket_price numeric, p_ticket_count integer, p_ticket_numbers integer[], p_idempotency_key text",jsonb,plpgsql,f,v,true,false,Atomic balance payment with deduplication. Handles joincompetition_unique_user_competition constraint by upserting. Deduplicates ticket numbers when merging to prevent same number appearing more than once per row. Lucky dip mode only fails when competition is fully sold out.
public,purchase_tickets_with_bonus_rpc,"p_competition_id uuid, p_canonical_user_id text, p_wallet_address text, p_ticket_count integer, p_price_per_ticket numeric, p_bonus_count integer, p_hold_minutes integer, p_currency text, p_reference_id text, p_payment_provider text, p_reservation_id uuid",jsonb,plpgsql,f,v,false,false,null
public,recalculate_all_tickets_sold,,integer,plpgsql,f,v,false,false,null
public,recompute_competition_entry,"p_user text, p_comp uuid",void,plpgsql,f,v,false,false,null
public,recompute_competition_entry,"p_user uuid, p_comp uuid",void,plpgsql,f,v,false,false,null
public,record_balance_purchase_transaction,"p_canonical_user_id text, p_competition_id uuid, p_ticket_count integer, p_total_amount numeric",uuid,plpgsql,f,v,true,false,null
public,record_vrf_callback,"p_competition_id uuid, p_callback_tx_hash text, p_random_words text[], p_winning_ticket_numbers integer[], p_winner_addresses text[], p_callback_block_number bigint, p_draw_seed text, p_raw_event_data jsonb",uuid,plpgsql,f,v,true,false,null
public,refresh_joincompetition_from_transactions,"p_user uuid, p_competition uuid",void,sql,f,v,false,false,null
public,regexp_match,"citext, citext",text[],sql,f,i,false,false,null
public,regexp_match,"citext, citext, text",text[],sql,f,i,false,false,null
public,regexp_matches,"citext, citext",SETOF text[],sql,f,i,false,false,null
public,regexp_matches,"citext, citext, text",SETOF text[],sql,f,i,false,false,null
public,regexp_replace,"citext, citext, text",text,sql,f,i,false,false,null
public,regexp_replace,"citext, citext, text, text",text,sql,f,i,false,false,null
public,regexp_split_to_array,"citext, citext",text[],sql,f,i,false,false,null
public,regexp_split_to_array,"citext, citext, text",text[],sql,f,i,false,false,null
public,regexp_split_to_table,"citext, citext",SETOF text,sql,f,i,false,false,null
public,regexp_split_to_table,"citext, citext, text",SETOF text,sql,f,i,false,false,null
public,release_reservation,"p_reservation_id uuid, p_user_id text",jsonb,plpgsql,f,v,true,false,null
public,repair_topup_provider_and_status,,trigger,plpgsql,f,v,true,false,null
public,replace,"citext, citext, citext",text,sql,f,i,false,false,null
public,reservation_broadcast_trigger,,trigger,plpgsql,f,v,true,false,null
public,reserve_competition_tickets,"p_competition_id uuid, p_user_id text, p_numbers integer[], p_hold_minutes integer",jsonb,plpgsql,f,v,true,false,null
public,reserve_competition_tickets,"p_user_id text, p_competition_id uuid, p_ticket_numbers integer[], p_hold_minutes integer",jsonb,plpgsql,f,v,false,false,null
public,reserve_lucky_dip,"p_competition_id uuid, p_canonical_user_id text, p_wallet_address text, p_ticket_count integer, p_hold_minutes integer","TABLE(pending_ticket_id uuid, allocated_numbers integer[])",plpgsql,f,v,false,false,null
public,reserve_selected_tickets,"p_user_id text, p_competition_id uuid, p_ticket_numbers integer[], p_ticket_price numeric, p_hold_minutes integer, p_session_id text",jsonb,plpgsql,f,v,true,false,null
public,reserve_tickets,"p_competition_id uuid, p_wallet_address text, p_ticket_count integer, p_hold_minutes integer","TABLE(pending_ticket_id uuid, expires_at timestamp with time zone, ticket_numbers integer[])",plpgsql,f,v,false,false,null
public,resolve_canonical_identity,"p_id uuid, p_canonical_user_id text, p_wallet_address text, p_privy_user_id text, p_email text, p_username text","TABLE(id uuid, canonical_user_id text, wallet_address text, email text, privy_user_id text, username text, resolved_via text)",plpgsql,f,s,false,false,null
public,resolve_canonical_user_id,input_id text,text,plpgsql,f,s,false,false,null
public,resolve_competition_id,p_competition_id text,uuid,plpgsql,f,s,false,false,null
public,resolve_or_create_canonical_user,p_canonical_user_id text,canonical_users,plpgsql,f,v,true,false,null
public,resolve_user_uuid,p_identifier text,uuid,sql,f,v,false,false,null
public,rollback_balance_from_ledger,p_canonical_user_id text,jsonb,plpgsql,f,v,true,false,"Restores correct balances from balance_ledger transaction history. 
Use: SELECT * FROM rollback_balance_from_ledger(); -- fix all users
     SELECT * FROM rollback_balance_from_ledger('prize:pid:0x...'); -- fix specific user"
public,rpc_debit_balance_for_order,p_order_id uuid,json,plpgsql,f,v,true,false,null
public,run_competition_entries_batch,"batch_limit_per_competition integer, order_most_recent_first boolean",json,plpgsql,f,v,false,false,null
public,set_canonical_user_id_from_wallet,,trigger,plpgsql,f,v,false,false,null
public,set_competition_entries_username,,trigger,plpgsql,f,v,false,false,null
public,set_competition_vrf_tx_hash,"p_competition_id uuid, p_vrf_tx_hash text",void,plpgsql,f,v,true,false,null
public,set_joincompetition_uid,,trigger,plpgsql,f,v,false,false,null
public,set_payments_updated_at,,trigger,plpgsql,f,v,false,false,null
public,set_updated_at,,trigger,plpgsql,f,v,false,false,null
public,split_part,"citext, citext, integer",text,sql,f,i,false,false,null
public,staging_auto_cleanup,IN target_schemas text[],null,plpgsql,p,v,false,false,null
public,staging_force_credit_topup_overwrite_balances,,trigger,plpgsql,f,v,true,false,null
public,strpos,"citext, citext",integer,sql,f,i,false,false,null
public,sub_account_balances_sync_ids,,trigger,plpgsql,f,v,false,false,null
public,sub_account_bonus_trigger,,trigger,plpgsql,f,v,false,false,null
public,sync_all_external_wallet_balances,,"TABLE(privy_user_id text, wallet_address text, external_balance numeric, previous_internal_balance numeric, new_internal_balance numeric, difference numeric)",plpgsql,f,s,true,false,null
public,sync_all_user_balances,,"TABLE(canonical_user_id text, old_balance numeric, new_balance numeric)",plpgsql,f,v,true,false,null
public,sync_balance_discrepancies,,jsonb,plpgsql,f,v,true,false,"Syncs balance discrepancies using balance_ledger as source of truth.
This is an alias to rollback_balance_from_ledger() for backward compatibility."
public,sync_balance_purchase_to_user_transactions,,trigger,plpgsql,f,v,true,false,null
public,sync_canonical_user_balance,,trigger,plpgsql,f,v,true,false,null
public,sync_canonical_user_usdc_from_sab,,trigger,plpgsql,f,v,false,false,null
public,sync_canonical_users_to_sub_account_balances,,trigger,plpgsql,f,v,true,false,"Syncs balance changes from canonical_users.usdc_balance to sub_account_balances.available_balance.
This ensures that when canonical_users balance is debited (decreased), sub_account_balances is also updated.
Fixes issue where sub_account_balances only allowed credits and would overwrite debits."
public,sync_competition_entries_from_user_transactions,,trigger,plpgsql,f,v,true,false,null
public,sync_competition_entry_cached_fields,,trigger,plpgsql,f,v,false,false,null
public,sync_competition_status_if_ended,p_competition_id text,jsonb,plpgsql,f,v,true,false,null
public,sync_completed_deposits_to_usdc,wallet_address_param text,"TABLE(wallet_address text, transactions_processed integer, total_deposits_converted numeric, new_usdc_balance numeric)",plpgsql,f,s,true,false,null
public,sync_cu_usdc_from_sab,,trigger,plpgsql,f,v,false,false,null
public,sync_external_wallet_balances,privy_user_id_param text,"TABLE(user_wallet_address text, external_balance numeric, previous_internal_balance numeric, new_internal_balance numeric, difference numeric)",plpgsql,f,s,true,false,null
public,sync_identity_columns,,trigger,plpgsql,f,v,true,false,"Robust identity sync function that enriches rows with canonical_user_id and wallet_address
by looking up users via any available identity field (canonical_user_id, privy_user_id,
wallet_address, base_wallet_address, or uid). Does not assume any specific column exists."
public,texticlike,"citext, citext",boolean,internal,f,i,false,false,null
public,texticlike,"citext, text",boolean,internal,f,i,false,false,null
public,texticnlike,"citext, citext",boolean,internal,f,i,false,false,null
public,texticnlike,"citext, text",boolean,internal,f,i,false,false,null
public,texticregexeq,"citext, citext",boolean,internal,f,i,false,false,null
public,texticregexeq,"citext, text",boolean,internal,f,i,false,false,null
public,texticregexne,"citext, citext",boolean,internal,f,i,false,false,null
public,texticregexne,"citext, text",boolean,internal,f,i,false,false,null
public,tg_refresh_joincompetition_from_transactions,,trigger,plpgsql,f,v,false,false,null
public,tickets_finalize_spend_trigger,,trigger,plpgsql,f,v,false,false,null
public,tickets_sync_wallet,,trigger,plpgsql,f,v,false,false,null
public,tickets_tx_id_fill,,trigger,plpgsql,f,v,false,false,null
public,to_canonical_filter,p_identifier text,uuid,plpgsql,f,v,false,false,null
public,to_canonical_user_id,p_input text,text,plpgsql,f,i,false,false,null
public,translate,"citext, citext, text",text,sql,f,i,false,false,null
public,trg_auto_assign_tickets,,trigger,plpgsql,f,v,false,false,null
public,trg_cdp_event_queue_concat_biu,,trigger,plpgsql,f,v,false,false,null
public,trg_cdp_event_queue_to_cdp_transactions_ai,,trigger,plpgsql,f,v,false,false,null
public,trg_competition_entries_normalize_wallet,,trigger,plpgsql,f,v,false,false,null
public,trg_fn_confirm_pending_tickets,,trigger,plpgsql,f,v,false,false,null
public,trg_sync_joincompetition_from_pending,,trigger,plpgsql,f,v,false,false,null
public,trigger_check_competition_sold_out,,trigger,plpgsql,f,v,true,false,null
public,unlink_external_wallet,p_canonical_user_id text,jsonb,plpgsql,f,v,true,false,null
public,unlink_wallet,"user_identifier text, p_wallet_address text",json,plpgsql,f,v,true,false,null
public,update_avatar_flex,payload jsonb,jsonb,plpgsql,f,v,false,false,null
public,update_competition_onchain_data,"p_competition_id uuid, p_onchain_competition_id bigint, p_vrf_tx_hash text, p_vrf_error text, p_vrf_error_at timestamp with time zone, p_updated_at timestamp with time zone",boolean,plpgsql,f,v,true,false,null
public,update_competition_status,"p_competition_id uuid, p_status text, p_updated_at timestamp with time zone",boolean,plpgsql,f,v,true,false,null
public,update_custody_balance,"p_user_id text, p_amount numeric, p_transaction_type text, p_reference_id text","TABLE(success boolean, user_id text, balance_before numeric, balance_after numeric)",plpgsql,f,s,true,false,null
public,update_instant_win_grids_updated_at,,trigger,plpgsql,f,v,false,false,null
public,update_joincompetition_updated_at,,trigger,plpgsql,f,v,false,false,null
public,update_profile_flex,payload jsonb,jsonb,plpgsql,f,v,false,false,null
public,update_tickets_sold_on_join,,trigger,plpgsql,f,v,true,false,null
public,update_tickets_sold_on_pending,,trigger,plpgsql,f,v,true,false,null
public,update_transaction_status,"p_id text, p_status text",void,plpgsql,f,v,false,false,null
public,update_transaction_status,"p_id uuid, p_status text",void,plpgsql,f,v,false,false,null
public,update_updated_at_column,,trigger,plpgsql,f,v,false,false,null
public,update_user_avatar,"user_identifier text, new_avatar_url text",jsonb,plpgsql,f,v,true,false,null
public,update_user_avatar_by_uid,"user_identifier text, new_avatar_url text",jsonb,plpgsql,f,v,true,false,null
public,update_user_profile_by_identifier,"p_identifier text, p_username text, p_email text, p_phone text, p_country text",jsonb,plpgsql,f,v,false,false,null
public,update_user_profile_by_identifier,"p_identifier text, p_username text, p_email text, p_phone text, p_country text, p_telegram_handle text, p_telephone_number text",jsonb,plpgsql,f,v,false,false,null
public,update_user_profile_by_identifier,"user_identifier text, new_username text, new_email text, new_telegram_handle text, new_country text, new_telephone_number text",jsonb,plpgsql,f,v,true,false,null
public,update_wallet_nickname,"user_identifier text, p_wallet_address text, p_nickname text",json,plpgsql,f,v,true,false,null
public,update_winner_payout_status,"p_winner_id uuid, p_claimed boolean, p_payout_status text, p_payout_error text, p_tx_hash text, p_payout_amount text, p_payout_token text, p_payout_network text, p_payout_explorer_url text, p_payout_timestamp text, p_updated_at timestamp with time zone",boolean,plpgsql,f,v,true,false,null
public,upsert_canonical_user,"p_uid text, p_canonical_user_id text, p_email text, p_username text, p_wallet_address text, p_base_wallet_address text, p_eth_wallet_address text, p_privy_user_id text, p_first_name text, p_last_name text, p_telegram_handle text, p_country text, p_avatar_url text, p_auth_provider text, p_wallet_linked boolean",jsonb,plpgsql,f,v,true,false,Upserts a canonical user record with full profile data. Handles temporary placeholder replacement on wallet connection. Returns user id and canonical_user_id.
public,upsert_canonical_user_by_username,"p_username text, p_email text, p_country text, p_canonical_user_id text, p_wallet_address text, p_base_wallet_address text, p_eth_wallet_address text, p_avatar_url text, p_first_name text, p_last_name text, p_telegram_handle text, p_privy_user_id text, p_uid uuid",canonical_users,plpgsql,f,v,false,false,null
public,upsert_canonical_user_with_wallet,"p_username text, p_email text, p_first_name text, p_last_name text, p_country text, p_telegram_handle text, p_wallet_address text, p_base_wallet_address text, p_eth_wallet_address text, p_avatar_url text",uuid,plpgsql,f,v,false,false,null
public,upsert_competition_entry,"p_canonical_user_id text, p_competition_id uuid, p_new_tickets integer[], p_ticket_price numeric, p_idempotency_key text",void,plpgsql,f,v,false,false,null
public,upsert_joincompetition_by_tx,p_tx text,void,plpgsql,f,v,false,false,null
public,upsert_sub_account_balance,"p_canonical_user_id text, p_currency text, p_available_balance numeric, p_pending_balance numeric",sub_account_balances,plpgsql,f,v,false,false,null
public,upsert_sub_account_balance,"p_canonical_user_id text, p_currency text, p_available_balance numeric, p_pending_balance numeric, p_user_id text, p_privy_user_id text, p_wallet_address text",uuid,plpgsql,f,v,true,false,null
public,upsert_sub_account_balance,"p_user_id text, p_canonical_user_id text, p_currency text, p_available_balance numeric, p_last_updated timestamp with time zone, p_privy_user_id text, p_wallet_address text",sub_account_balances,plpgsql,f,v,false,false,null
public,upsert_sub_account_topup,"p_canonical_user_id text, p_amount numeric, p_currency text",void,plpgsql,f,v,false,false,null
public,user_transactions_cdp_enqueue,,trigger,plpgsql,f,v,true,false,null
public,user_transactions_sync_wallet,,trigger,plpgsql,f,v,false,false,null
public,user_transactions_tx_id_fill,,trigger,plpgsql,f,v,false,false,null
public,user_tx_autocomplete_if_expired,,trigger,plpgsql,f,v,false,false,null
public,user_tx_before_insert,,trigger,plpgsql,f,v,false,false,null
public,user_tx_guard_no_double_post,,trigger,plpgsql,f,v,false,false,null
public,users_autolink_canonical_before_ins,,trigger,plpgsql,f,v,true,false,null
public,users_normalize_before_write,,trigger,plpgsql,f,v,false,false,null
public,uuid_generate_v1,,uuid,c,f,v,false,false,null
public,uuid_generate_v1mc,,uuid,c,f,v,false,false,null
public,uuid_generate_v3,"namespace uuid, name text",uuid,c,f,i,false,false,null
public,uuid_generate_v4,,uuid,c,f,v,false,false,null
public,uuid_generate_v5,"namespace uuid, name text",uuid,c,f,i,false,false,null
public,uuid_nil,,uuid,c,f,i,false,false,null
public,uuid_ns_dns,,uuid,c,f,i,false,false,null
public,uuid_ns_oid,,uuid,c,f,i,false,false,null
public,uuid_ns_url,,uuid,c,f,i,false,false,null
public,uuid_ns_x500,,uuid,c,f,i,false,false,null
public,validate_joincompetition_tickets,,trigger,plpgsql,f,v,true,false,null
public,validate_pending_tickets,,trigger,plpgsql,f,v,true,false,null
public,validate_reservation,"p_reservation_id uuid, p_user_id text, p_competition_id uuid",jsonb,plpgsql,f,v,true,false,null
public,verify_instant_win_outcomes,p_competition_id uuid,jsonb,plpgsql,f,v,true,false,null
public,winners_normalize_before_write,,trigger,plpgsql,f,v,false,false,null
public,winners_sync_wallet,,trigger,plpgsql,f,v,false,false,null
public,winners_sync_wallet_from_user_id,,trigger,plpgsql,f,v,false,false,null
realtime,apply_rls,"wal jsonb, max_record_bytes integer",SETOF realtime.wal_rls,plpgsql,f,v,false,false,null
realtime,broadcast_changes,"topic_name text, event_name text, operation text, table_name text, table_schema text, new record, old record, level text",void,plpgsql,f,v,false,false,null
realtime,build_prepared_statement_sql,"prepared_statement_name text, entity regclass, columns realtime.wal_column[]",text,sql,f,v,false,false,null
realtime,cast,"val text, type_ regtype",jsonb,plpgsql,f,i,false,false,null
realtime,check_equality_op,"op realtime.equality_op, type_ regtype, val_1 text, val_2 text",boolean,plpgsql,f,i,false,false,null
realtime,is_visible_through_filters,"columns realtime.wal_column[], filters realtime.user_defined_filter[]",boolean,sql,f,i,false,false,null
realtime,list_changes,"publication name, slot_name name, max_changes integer, max_record_bytes integer",SETOF realtime.wal_rls,sql,f,v,false,false,null
realtime,quote_wal2json,entity regclass,text,sql,f,i,false,false,null
realtime,send,"payload jsonb, event text, topic text, private boolean",void,plpgsql,f,v,false,false,null
realtime,subscription_check_filters,,trigger,plpgsql,f,v,false,false,null
realtime,to_regrole,role_name text,regrole,sql,f,i,false,false,null
realtime,topic,,text,sql,f,s,false,false,null
util,apply_coinbase_topups,p_ids uuid[],void,plpgsql,f,v,true,false,null
util,broadcast_table_changes,,trigger,plpgsql,f,v,true,false,null
util,finalize_pending_user_transactions,,trigger,plpgsql,f,v,true,false,null
util,first_int,txt text,integer,plpgsql,f,s,false,false,null
util,index_identity,def regclass,text,sql,f,s,false,false,null
util,jsonb_stable_concat,doc jsonb,text,plpgsql,f,v,false,false,null
util,normalize_evm_address,addr text,text,sql,f,i,false,false,Normalize/trim to lowercase EVM address. No checksum validation.
util,normalize_ticket_csv,csv text,text,sql,f,i,false,false,null
util,normalize_wallet,p_wallet text,text,sql,f,i,false,false,null
util,ref_competition_id,ref text,uuid,sql,f,s,false,false,null
util,resolve_canonical_user_id,"p_wallet text, p_privy text",text,plpgsql,f,s,true,false,null
util,trg_set_cuid_from_context,,trigger,plpgsql,f,v,false,false,null
util,upsert_canonical_user_from_auth,"in_p_canonical_id text, in_p_wallet_address text, in_p_email text, in_p_auth_provider text",uuid,plpgsql,f,v,true,false,null
util,uuid_from_text,p_input text,uuid,plpgsql,f,s,false,false,null